Item_Identifier,Item_Type,Item_Area,Item_Material,Item_Weight,Material_Cost,Item_Cost,Item_height,Item_maxDeform,Item_maxShear,Item_maxBending,system_load,system_length,Vpl,Mpl,Usability,Shear failure,Bendig failure
IT189,IPE180,23.9,S235,0.10318825,2000,206.3765,180,54.485,-34.373,47.263,12.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT190,IPE200,28.5,S235,0.12304875,2000,246.0975,200,37.032,-34.373,47.263,12.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT191,IPE220,33.4,S235,0.1442045,2000,288.409,220,26.048,-34.373,47.263,12.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT192,IPE240,39.1,S235,0.16881425,2000,337.6285,240,18.623,-34.373,47.263,12.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT193,IPE100,10.3,S235,0.04447025,2000,88.9405,100,432.839,-35.748,49.153,13,5.5,68.99,9.261,Case 3,NSFL,BFL
IT194,IPE120,13.2,S235,0.056991,2000,113.982,120,233.315,-35.748,49.153,13,5.5,85.55,14.27,Case 3,NSFL,BFL
IT195,IPE140,16.4,S235,0.070807,2000,141.614,140,137.239,-35.748,49.154,13,5.5,103.7,20.76,Case 3,NSFL,BFL
IT196,IPE160,20.1,S235,0.08678175,2000,173.5635,160,85.631,-35.748,49.153,13,5.5,131,29.11,Case 3,NSFL,BFL
IT197,IPE180,23.9,S235,0.10318825,2000,206.3765,180,56.665,-35.748,49.154,13,5.5,152.7,39.11,Case 3,NSFL,BFL
IT198,IPE200,28.5,S235,0.12304875,2000,246.0975,200,38.513,-35.748,49.153,13,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT199,IPE220,33.4,S235,0.1442045,2000,288.409,220,27.09,-35.748,49.153,13,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT200,IPE240,39.1,S235,0.16881425,2000,337.6285,240,19.368,-35.748,49.153,13,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT201,IPE100,10.3,S235,0.04447025,2000,88.9405,100,449.487,-37.123,51.044,13.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT202,IPE120,13.2,S235,0.056991,2000,113.982,120,242.289,-37.123,51.044,13.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT203,IPE140,16.4,S235,0.070807,2000,141.614,140,142.518,-37.123,51.044,13.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT204,IPE160,20.1,S235,0.08678175,2000,173.5635,160,88.925,-37.123,51.044,13.5,5.5,131,29.11,Case 3,NSFL,BFL
IT205,IPE180,23.9,S235,0.10318825,2000,206.3765,180,58.844,-37.123,51.044,13.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT206,IPE200,28.5,S235,0.12304875,2000,246.0975,200,39.994,-37.123,51.044,13.5,5.5,189.9,51.85,Case 3,NSFL,NBFL
IT207,IPE220,33.4,S235,0.1442045,2000,288.409,220,28.132,-37.123,51.044,13.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT208,IPE240,39.1,S235,0.16881425,2000,337.6285,240,20.113,-37.123,51.044,13.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT209,IPE100,10.3,S235,0.04447025,2000,88.9405,100,466.134,-38.498,52.934,14,5.5,68.99,9.261,Case 3,NSFL,BFL
IT210,IPE120,13.2,S235,0.056991,2000,113.982,120,251.263,-38.498,52.934,14,5.5,85.55,14.27,Case 3,NSFL,BFL
IT211,IPE140,16.4,S235,0.070807,2000,141.614,140,147.796,-38.498,52.935,14,5.5,103.7,20.76,Case 3,NSFL,BFL
IT212,IPE160,20.1,S235,0.08678175,2000,173.5635,160,92.218,-38.498,52.934,14,5.5,131,29.11,Case 3,NSFL,BFL
IT213,IPE180,23.9,S235,0.10318825,2000,206.3765,180,61.023,-38.498,52.935,14,5.5,152.7,39.11,Case 3,NSFL,BFL
IT214,IPE200,28.5,S235,0.12304875,2000,246.0975,200,41.475,-38.497,52.934,14,5.5,189.9,51.85,Case 3,NSFL,BFL
IT215,IPE220,33.4,S235,0.1442045,2000,288.409,220,29.174,-38.497,52.934,14,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT216,IPE240,39.1,S235,0.16881425,2000,337.6285,240,20.858,-38.498,52.934,14,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT217,IPE100,10.3,S235,0.04447025,2000,88.9405,100,482.782,-39.873,54.825,14.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT218,IPE120,13.2,S235,0.056991,2000,113.982,120,260.236,-39.873,54.825,14.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT219,IPE140,16.4,S235,0.070807,2000,141.614,140,153.074,-39.872,54.825,14.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT220,IPE160,20.1,S235,0.08678175,2000,173.5635,160,95.512,-39.873,54.825,14.5,5.5,131,29.11,Case 3,NSFL,BFL
IT221,IPE180,23.9,S235,0.10318825,2000,206.3765,180,63.203,-39.873,54.825,14.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT222,IPE200,28.5,S235,0.12304875,2000,246.0975,200,42.957,-39.872,54.825,14.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT223,IPE220,33.4,S235,0.1442045,2000,288.409,220,30.216,-39.872,54.825,14.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT224,IPE240,39.1,S235,0.16881425,2000,337.6285,240,21.603,-39.873,54.825,14.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT225,IPE100,10.3,S235,0.04447025,2000,88.9405,100,499.43,-41.248,56.715,15,5.5,68.99,9.261,Case 3,NSFL,BFL
IT226,IPE120,13.2,S235,0.056991,2000,113.982,120,269.21,-41.248,56.715,15,5.5,85.55,14.27,Case 3,NSFL,BFL
IT227,IPE140,16.4,S235,0.070807,2000,141.614,140,158.353,-41.247,56.716,15,5.5,103.7,20.76,Case 3,NSFL,BFL
IT228,IPE160,20.1,S235,0.08678175,2000,173.5635,160,98.805,-41.248,56.715,15,5.5,131,29.11,Case 3,NSFL,BFL
IT229,IPE180,23.9,S235,0.10318825,2000,206.3765,180,65.382,-41.248,56.716,15,5.5,152.7,39.11,Case 3,NSFL,BFL
IT230,IPE200,28.5,S235,0.12304875,2000,246.0975,200,44.438,-41.247,56.715,15,5.5,189.9,51.85,Case 3,NSFL,BFL
IT231,IPE220,33.4,S235,0.1442045,2000,288.409,220,31.258,-41.247,56.715,15,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT232,IPE240,39.1,S235,0.16881425,2000,337.6285,240,22.348,-41.248,56.715,15,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT233,IPE100,10.3,S235,0.04447025,2000,88.9405,100,516.077,-42.623,58.606,15.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT234,IPE120,13.2,S235,0.056991,2000,113.982,120,278.184,-42.623,58.606,15.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT235,IPE140,16.4,S235,0.070807,2000,141.614,140,163.631,-42.622,58.606,15.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT236,IPE160,20.1,S235,0.08678175,2000,173.5635,160,102.099,-42.623,58.606,15.5,5.5,131,29.11,Case 3,NSFL,BFL
IT237,IPE180,23.9,S235,0.10318825,2000,206.3765,180,67.562,-42.623,58.606,15.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT238,IPE200,28.5,S235,0.12304875,2000,246.0975,200,45.919,-42.622,58.606,15.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT239,IPE220,33.4,S235,0.1442045,2000,288.409,220,32.299,-42.622,58.606,15.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT240,IPE240,39.1,S235,0.16881425,2000,337.6285,240,23.093,-42.623,58.606,15.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT241,IPE100,10.3,S235,0.04447025,2000,88.9405,100,532.725,-43.997,60.496,16,5.5,68.99,9.261,Case 3,NSFL,BFL
IT242,IPE120,13.2,S235,0.056991,2000,113.982,120,287.158,-43.997,60.496,16,5.5,85.55,14.27,Case 3,NSFL,BFL
IT243,IPE140,16.4,S235,0.070807,2000,141.614,140,168.91,-43.997,60.497,16,5.5,103.7,20.76,Case 3,NSFL,BFL
IT244,IPE160,20.1,S235,0.08678175,2000,173.5635,160,105.392,-43.997,60.496,16,5.5,131,29.11,Case 3,NSFL,BFL
IT245,IPE180,23.9,S235,0.10318825,2000,206.3765,180,69.741,-43.998,60.497,16,5.5,152.7,39.11,Case 3,NSFL,BFL
IT246,IPE200,28.5,S235,0.12304875,2000,246.0975,200,47.4,-43.997,60.497,16,5.5,189.9,51.85,Case 3,NSFL,BFL
IT247,IPE220,33.4,S235,0.1442045,2000,288.409,220,33.341,-43.997,60.497,16,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT248,IPE240,39.1,S235,0.16881425,2000,337.6285,240,23.838,-43.997,60.496,16,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT249,IPE100,10.3,S235,0.04447025,2000,88.9405,100,549.373,-45.372,62.387,16.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT250,IPE120,13.2,S235,0.056991,2000,113.982,120,296.131,-45.372,62.387,16.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT251,IPE140,16.4,S235,0.070807,2000,141.614,140,174.188,-45.372,62.387,16.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT252,IPE160,20.1,S235,0.08678175,2000,173.5635,160,108.686,-45.372,62.387,16.5,5.5,131,29.11,Case 3,NSFL,BFL
IT253,IPE180,23.9,S235,0.10318825,2000,206.3765,180,71.92,-45.373,62.387,16.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT254,IPE200,28.5,S235,0.12304875,2000,246.0975,200,48.882,-45.372,62.387,16.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT255,IPE220,33.4,S235,0.1442045,2000,288.409,220,34.383,-45.372,62.387,16.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT256,IPE240,39.1,S235,0.16881425,2000,337.6285,240,24.583,-45.372,62.387,16.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT257,IPE100,10.3,S235,0.04447025,2000,88.9405,100,566.02,-46.747,64.277,17,5.5,68.99,9.261,Case 3,NSFL,BFL
IT258,IPE120,13.2,S235,0.056991,2000,113.982,120,305.105,-46.747,64.277,17,5.5,85.55,14.27,Case 3,NSFL,BFL
IT259,IPE140,16.4,S235,0.070807,2000,141.614,140,179.466,-46.747,64.278,17,5.5,103.7,20.76,Case 3,NSFL,BFL
IT260,IPE160,20.1,S235,0.08678175,2000,173.5635,160,111.979,-46.747,64.277,17,5.5,131,29.11,Case 3,NSFL,BFL
IT261,IPE180,23.9,S235,0.10318825,2000,206.3765,180,74.1,-46.748,64.278,17,5.5,152.7,39.11,Case 3,NSFL,BFL
IT262,IPE200,28.5,S235,0.12304875,2000,246.0975,200,50.363,-46.747,64.278,17,5.5,189.9,51.85,Case 3,NSFL,BFL
IT263,IPE220,33.4,S235,0.1442045,2000,288.409,220,35.425,-46.747,64.278,17,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT264,IPE240,39.1,S235,0.16881425,2000,337.6285,240,25.328,-46.747,64.277,17,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT265,IPE100,10.3,S235,0.04447025,2000,88.9405,100,582.668,-48.122,66.168,17.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT266,IPE120,13.2,S235,0.056991,2000,113.982,120,314.079,-48.122,66.168,17.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT267,IPE140,16.4,S235,0.070807,2000,141.614,140,184.745,-48.122,66.168,17.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT268,IPE160,20.1,S235,0.08678175,2000,173.5635,160,115.273,-48.122,66.168,17.5,5.5,131,29.11,Case 3,NSFL,BFL
IT269,IPE180,23.9,S235,0.10318825,2000,206.3765,180,76.279,-48.123,66.168,17.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT270,IPE200,28.5,S235,0.12304875,2000,246.0975,200,51.844,-48.122,66.168,17.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT271,IPE220,33.4,S235,0.1442045,2000,288.409,220,36.467,-48.122,66.168,17.5,5.5,215.5,67.07,Case 3,NSFL,NBFL
IT272,IPE240,39.1,S235,0.16881425,2000,337.6285,240,26.073,-48.122,66.168,17.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT273,IPE100,10.3,S235,0.04447025,2000,88.9405,100,599.316,-49.497,68.058,18,5.5,68.99,9.261,Case 3,NSFL,BFL
IT274,IPE120,13.2,S235,0.056991,2000,113.982,120,323.052,-49.497,68.058,18,5.5,85.55,14.27,Case 3,NSFL,BFL
IT275,IPE140,16.4,S235,0.070807,2000,141.614,140,190.023,-49.497,68.059,18,5.5,103.7,20.76,Case 3,NSFL,BFL
IT276,IPE160,20.1,S235,0.08678175,2000,173.5635,160,118.566,-49.497,68.058,18,5.5,131,29.11,Case 3,NSFL,BFL
IT277,IPE180,23.9,S235,0.10318825,2000,206.3765,180,78.459,-49.497,68.059,18,5.5,152.7,39.11,Case 3,NSFL,BFL
IT278,IPE200,28.5,S235,0.12304875,2000,246.0975,200,53.325,-49.497,68.059,18,5.5,189.9,51.85,Case 3,NSFL,BFL
IT279,IPE220,33.4,S235,0.1442045,2000,288.409,220,37.509,-49.497,68.059,18,5.5,215.5,67.07,Case 3,NSFL,BFL
IT280,IPE240,39.1,S235,0.16881425,2000,337.6285,240,26.818,-49.497,68.058,18,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT281,IPE100,10.3,S235,0.04447025,2000,88.9405,100,615.963,-50.872,69.949,18.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT282,IPE120,13.2,S235,0.056991,2000,113.982,120,332.026,-50.872,69.949,18.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT283,IPE140,16.4,S235,0.070807,2000,141.614,140,195.302,-50.872,69.949,18.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT284,IPE160,20.1,S235,0.08678175,2000,173.5635,160,121.86,-50.872,69.949,18.5,5.5,131,29.11,Case 3,NSFL,BFL
IT285,IPE180,23.9,S235,0.10318825,2000,206.3765,180,80.638,-50.872,69.949,18.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT286,IPE200,28.5,S235,0.12304875,2000,246.0975,200,54.807,-50.872,69.949,18.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT287,IPE220,33.4,S235,0.1442045,2000,288.409,220,38.551,-50.872,69.949,18.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT288,IPE240,39.1,S235,0.16881425,2000,337.6285,240,27.562,-50.872,69.949,18.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT289,IPE100,10.3,S235,0.04447025,2000,88.9405,100,632.611,-52.247,71.839,19,5.5,68.99,9.261,Case 3,NSFL,BFL
IT290,IPE120,13.2,S235,0.056991,2000,113.982,120,341,-52.247,71.839,19,5.5,85.55,14.27,Case 3,NSFL,BFL
IT291,IPE140,16.4,S235,0.070807,2000,141.614,140,200.58,-52.247,71.84,19,5.5,103.7,20.76,Case 3,NSFL,BFL
IT292,IPE160,20.1,S235,0.08678175,2000,173.5635,160,125.153,-52.247,71.839,19,5.5,131,29.11,Case 3,NSFL,BFL
IT293,IPE180,23.9,S235,0.10318825,2000,206.3765,180,82.817,-52.247,71.84,19,5.5,152.7,39.11,Case 3,NSFL,BFL
IT294,IPE200,28.5,S235,0.12304875,2000,246.0975,200,56.288,-52.247,71.84,19,5.5,189.9,51.85,Case 3,NSFL,BFL
IT295,IPE220,33.4,S235,0.1442045,2000,288.409,220,39.593,-52.247,71.84,19,5.5,215.5,67.07,Case 3,NSFL,BFL
IT296,IPE240,39.1,S235,0.16881425,2000,337.6285,240,28.307,-52.247,71.839,19,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT297,IPE100,10.3,S235,0.04447025,2000,88.9405,100,649.259,-53.622,73.73,19.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT298,IPE120,13.2,S235,0.056991,2000,113.982,120,349.973,-53.622,73.73,19.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT299,IPE140,16.4,S235,0.070807,2000,141.614,140,205.859,-53.622,73.73,19.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT300,IPE160,20.1,S235,0.08678175,2000,173.5635,160,128.447,-53.622,73.73,19.5,5.5,131,29.11,Case 3,NSFL,BFL
IT301,IPE180,23.9,S235,0.10318825,2000,206.3765,180,84.997,-53.622,73.73,19.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT302,IPE200,28.5,S235,0.12304875,2000,246.0975,200,57.769,-53.621,73.73,19.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT303,IPE220,33.4,S235,0.1442045,2000,288.409,220,40.635,-53.621,73.73,19.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT304,IPE240,39.1,S235,0.16881425,2000,337.6285,240,29.052,-53.622,73.73,19.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT305,IPE100,10.3,S235,0.04447025,2000,88.9405,100,665.906,-54.997,75.62,20,5.5,68.99,9.261,Case 3,NSFL,BFL
IT306,IPE120,13.2,S235,0.056991,2000,113.982,120,358.947,-54.997,75.62,20,5.5,85.55,14.27,Case 3,NSFL,BFL
IT307,IPE140,16.4,S235,0.070807,2000,141.614,140,211.137,-54.996,75.621,20,5.5,103.7,20.76,Case 3,NSFL,BFL
IT308,IPE160,20.1,S235,0.08678175,2000,173.5635,160,131.74,-54.997,75.62,20,5.5,131,29.11,Case 3,NSFL,BFL
IT309,IPE180,23.9,S235,0.10318825,2000,206.3765,180,87.176,-54.997,75.621,20,5.5,152.7,39.11,Case 3,NSFL,BFL
IT310,IPE200,28.5,S235,0.12304875,2000,246.0975,200,59.25,-54.996,75.621,20,5.5,189.9,51.85,Case 3,NSFL,BFL
IT311,IPE220,33.4,S235,0.1442045,2000,288.409,220,41.677,-54.996,75.621,20,5.5,215.5,67.07,Case 3,NSFL,BFL
IT312,IPE240,39.1,S235,0.16881425,2000,337.6285,240,29.797,-54.997,75.62,20,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT313,IPE100,10.3,S235,0.04447025,2000,88.9405,100,682.554,-56.372,77.511,20.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT314,IPE120,13.2,S235,0.056991,2000,113.982,120,367.921,-56.372,77.511,20.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT315,IPE140,16.4,S235,0.070807,2000,141.614,140,216.415,-56.371,77.511,20.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT316,IPE160,20.1,S235,0.08678175,2000,173.5635,160,135.034,-56.372,77.511,20.5,5.5,131,29.11,Case 3,NSFL,BFL
IT317,IPE180,23.9,S235,0.10318825,2000,206.3765,180,89.356,-56.372,77.511,20.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT318,IPE200,28.5,S235,0.12304875,2000,246.0975,200,60.732,-56.371,77.511,20.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT319,IPE220,33.4,S235,0.1442045,2000,288.409,220,42.719,-56.371,77.511,20.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT320,IPE240,39.1,S235,0.16881425,2000,337.6285,240,30.542,-56.372,77.511,20.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT321,IPE100,10.3,S235,0.04447025,2000,88.9405,100,699.202,-57.747,79.401,21,5.5,68.99,9.261,Case 3,NSFL,BFL
IT322,IPE120,13.2,S235,0.056991,2000,113.982,120,376.894,-57.747,79.401,21,5.5,85.55,14.27,Case 3,NSFL,BFL
IT323,IPE140,16.4,S235,0.070807,2000,141.614,140,221.694,-57.746,79.402,21,5.5,103.7,20.76,Case 3,NSFL,BFL
IT324,IPE160,20.1,S235,0.08678175,2000,173.5635,160,138.327,-57.747,79.401,21,5.5,131,29.11,Case 3,NSFL,BFL
IT325,IPE180,23.9,S235,0.10318825,2000,206.3765,180,91.535,-57.747,79.402,21,5.5,152.7,39.11,Case 3,NSFL,BFL
IT326,IPE200,28.5,S235,0.12304875,2000,246.0975,200,62.213,-57.746,79.402,21,5.5,189.9,51.85,Case 3,NSFL,BFL
IT327,IPE220,33.4,S235,0.1442045,2000,288.409,220,43.761,-57.746,79.402,21,5.5,215.5,67.07,Case 3,NSFL,BFL
IT328,IPE240,39.1,S235,0.16881425,2000,337.6285,240,31.287,-57.747,79.401,21,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT329,IPE100,10.3,S235,0.04447025,2000,88.9405,100,715.849,-59.122,81.292,21.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT330,IPE120,13.2,S235,0.056991,2000,113.982,120,385.868,-59.122,81.292,21.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT331,IPE140,16.4,S235,0.070807,2000,141.614,140,226.972,-59.121,81.293,21.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT332,IPE160,20.1,S235,0.08678175,2000,173.5635,160,141.621,-59.122,81.292,21.5,5.5,131,29.11,Case 3,NSFL,BFL
IT333,IPE180,23.9,S235,0.10318825,2000,206.3765,180,93.715,-59.122,81.292,21.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT334,IPE200,28.5,S235,0.12304875,2000,246.0975,200,63.694,-59.121,81.292,21.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT335,IPE220,33.4,S235,0.1442045,2000,288.409,220,44.802,-59.121,81.292,21.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT336,IPE240,39.1,S235,0.16881425,2000,337.6285,240,32.032,-59.122,81.292,21.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT337,IPE100,10.3,S235,0.04447025,2000,88.9405,100,732.497,-60.497,83.182,22,5.5,68.99,9.261,Case 3,NSFL,BFL
IT338,IPE120,13.2,S235,0.056991,2000,113.982,120,394.842,-60.497,83.182,22,5.5,85.55,14.27,Case 3,NSFL,BFL
IT339,IPE140,16.4,S235,0.070807,2000,141.614,140,232.251,-60.496,83.183,22,5.5,103.7,20.76,Case 3,NSFL,BFL
IT340,IPE160,20.1,S235,0.08678175,2000,173.5635,160,144.914,-60.497,83.182,22,5.5,131,29.11,Case 3,NSFL,BFL
IT341,IPE180,23.9,S235,0.10318825,2000,206.3765,180,95.894,-60.497,83.183,22,5.5,152.7,39.11,Case 3,NSFL,BFL
IT342,IPE200,28.5,S235,0.12304875,2000,246.0975,200,65.175,-60.496,83.183,22,5.5,189.9,51.85,Case 3,NSFL,BFL
IT343,IPE220,33.4,S235,0.1442045,2000,288.409,220,45.844,-60.496,83.183,22,5.5,215.5,67.07,Case 3,NSFL,BFL
IT344,IPE240,39.1,S235,0.16881425,2000,337.6285,240,32.777,-60.497,83.182,22,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT345,IPE100,10.3,S235,0.04447025,2000,88.9405,100,749.145,-61.871,85.073,22.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT346,IPE120,13.2,S235,0.056991,2000,113.982,120,403.815,-61.871,85.073,22.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT347,IPE140,16.4,S235,0.070807,2000,141.614,140,237.529,-61.871,85.074,22.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT348,IPE160,20.1,S235,0.08678175,2000,173.5635,160,148.208,-61.871,85.073,22.5,5.5,131,29.11,Case 3,NSFL,BFL
IT349,IPE180,23.9,S235,0.10318825,2000,206.3765,180,98.073,-61.872,85.073,22.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT350,IPE200,28.5,S235,0.12304875,2000,246.0975,200,66.657,-61.871,85.073,22.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT351,IPE220,33.4,S235,0.1442045,2000,288.409,220,46.886,-61.871,85.073,22.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT352,IPE240,39.1,S235,0.16881425,2000,337.6285,240,33.522,-61.871,85.073,22.5,5.5,259.7,86.16,Case 3,NSFL,NBFL
IT353,IPE100,10.3,S235,0.04447025,2000,88.9405,100,765.792,-63.246,86.964,23,5.5,68.99,9.261,Case 3,NSFL,BFL
IT354,IPE120,13.2,S235,0.056991,2000,113.982,120,412.789,-63.246,86.964,23,5.5,85.55,14.27,Case 3,NSFL,BFL
IT355,IPE140,16.4,S235,0.070807,2000,141.614,140,242.808,-63.246,86.964,23,5.5,103.7,20.76,Case 3,NSFL,BFL
IT356,IPE160,20.1,S235,0.08678175,2000,173.5635,160,151.501,-63.246,86.964,23,5.5,131,29.11,Case 3,NSFL,BFL
IT357,IPE180,23.9,S235,0.10318825,2000,206.3765,180,100.253,-63.247,86.964,23,5.5,152.7,39.11,Case 3,NSFL,BFL
IT358,IPE200,28.5,S235,0.12304875,2000,246.0975,200,68.138,-63.246,86.964,23,5.5,189.9,51.85,Case 3,NSFL,BFL
IT359,IPE220,33.4,S235,0.1442045,2000,288.409,220,47.928,-63.246,86.964,23,5.5,215.5,67.07,Case 3,NSFL,BFL
IT360,IPE240,39.1,S235,0.16881425,2000,337.6285,240,34.267,-63.246,86.964,23,5.5,259.7,86.16,Case 3,NSFL,BFL
IT361,IPE100,10.3,S235,0.04447025,2000,88.9405,100,782.44,-64.621,88.854,23.5,5.5,68.99,9.261,Case 3,NSFL,BFL
IT362,IPE120,13.2,S235,0.056991,2000,113.982,120,421.763,-64.621,88.854,23.5,5.5,85.55,14.27,Case 3,NSFL,BFL
IT363,IPE140,16.4,S235,0.070807,2000,141.614,140,248.086,-64.621,88.855,23.5,5.5,103.7,20.76,Case 3,NSFL,BFL
IT364,IPE160,20.1,S235,0.08678175,2000,173.5635,160,154.795,-64.621,88.854,23.5,5.5,131,29.11,Case 3,NSFL,BFL
IT365,IPE180,23.9,S235,0.10318825,2000,206.3765,180,102.432,-64.622,88.854,23.5,5.5,152.7,39.11,Case 3,NSFL,BFL
IT366,IPE200,28.5,S235,0.12304875,2000,246.0975,200,69.619,-64.621,88.854,23.5,5.5,189.9,51.85,Case 3,NSFL,BFL
IT367,IPE220,33.4,S235,0.1442045,2000,288.409,220,48.97,-64.621,88.854,23.5,5.5,215.5,67.07,Case 3,NSFL,BFL
IT368,IPE240,39.1,S235,0.16881425,2000,337.6285,240,35.012,-64.621,88.854,23.5,5.5,259.7,86.16,Case 3,NSFL,BFL
IT369,IPE100,10.3,S235,0.04447025,2000,88.9405,100,799.087,-65.996,90.745,24,5.5,68.99,9.261,Case 3,NSFL,BFL
IT370,IPE120,13.2,S235,0.056991,2000,113.982,120,430.736,-65.996,90.745,24,5.5,85.55,14.27,Case 3,NSFL,BFL
IT371,IPE140,16.4,S235,0.070807,2000,141.614,140,253.364,-65.996,90.745,24,5.5,103.7,20.76,Case 3,NSFL,BFL
IT372,IPE160,20.1,S235,0.08678175,2000,173.5635,160,158.088,-65.996,90.745,24,5.5,131,29.11,Case 3,NSFL,BFL
IT373,IPE180,23.9,S235,0.10318825,2000,206.3765,180,104.612,-65.997,90.745,24,5.5,152.7,39.11,Case 3,NSFL,BFL
IT374,IPE200,28.5,S235,0.12304875,2000,246.0975,200,71.1,-65.996,90.745,24,5.5,189.9,51.85,Case 3,NSFL,BFL
IT375,IPE220,33.4,S235,0.1442045,2000,288.409,220,50.012,-65.996,90.745,24,5.5,215.5,67.07,Case 3,NSFL,BFL
IT376,IPE240,39.1,S235,0.16881425,2000,337.6285,240,35.757,-65.996,90.745,24,5.5,259.7,86.16,Case 3,NSFL,BFL
IT377,IPE100,10.3,S235,0.04447025,2000,88.9405,100,815.735,-67.371,92.635,24.5,5.5,68.99,9.261,Case 3,NSFL,BFL
