Item_Identifier,Item_Type,Item_Area,Item_Material,Item_Weight,Material_Cost,Item_Cost,Item_height,Item_maxDeform,Item_maxShear,Item_maxBending,system_load,system_length,Vpl,Mpl,Usability,Shear failure,Bendig failure
IT3029,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.066,-13,6.5,13.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3030,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.737,-13,6.5,13.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3031,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.529,-13,6.5,13.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3032,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.386,-13,6.5,13.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3033,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,8.042,-13.5,6.75,13.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3034,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,4.379,-13.5,6.75,13.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3035,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,2.607,-13.5,6.75,13.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3036,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.648,-13.5,6.75,13.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3037,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.107,-13.5,6.75,13.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3038,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.765,-13.5,6.75,13.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3039,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.549,-13.5,6.75,13.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3040,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.401,-13.5,6.75,13.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3041,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,8.34,-14,7,14.00,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3042,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,4.541,-14,7,14.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3043,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,2.703,-14,7,14.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3044,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.709,-14,7,14.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3045,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.148,-14,7,14.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3046,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.794,-14,7,14.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3047,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.569,-14,7,14.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3048,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.416,-14,7,14.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3049,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,8.638,-14.5,7.25,14.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3050,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,4.703,-14.5,7.25,14.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3051,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,2.8,-14.5,7.25,14.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3052,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.77,-14.5,7.25,14.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3053,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.189,-14.5,7.25,14.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3054,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.822,-14.5,7.25,14.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3055,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.59,-14.5,7.25,14.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3056,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.431,-14.5,7.25,14.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3057,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,8.936,-15,7.5,15.00,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3058,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,4.865,-15,7.5,15.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3059,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,2.896,-15,7.5,15.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3060,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.831,-15,7.5,15.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3061,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.231,-15,7.5,15.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3062,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.85,-15,7.5,15.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3063,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.61,-15,7.5,15.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3064,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.446,-15,7.5,15.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3065,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,9.233,-15.5,7.75,15.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3066,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.028,-15.5,7.75,15.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3067,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,2.993,-15.5,7.75,15.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3068,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.892,-15.5,7.75,15.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3069,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.272,-15.5,7.75,15.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3070,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.879,-15.5,7.75,15.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3071,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.63,-15.5,7.75,15.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3072,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.461,-15.5,7.75,15.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3073,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,9.531,-16,8,16.00,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3074,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.19,-16,8,16.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3075,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.089,-16,8,16.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3076,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,1.954,-16,8,16.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3077,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.313,-16,8,16.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3078,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.907,-16,8,16.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3079,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.651,-16,8,16.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3080,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.475,-16,8,16.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3081,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,9.829,-16.5,8.25,16.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3082,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.352,-16.5,8.25,16.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3083,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.186,-16.5,8.25,16.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3084,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.015,-16.5,8.25,16.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3085,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.354,-16.5,8.25,16.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3086,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.936,-16.5,8.25,16.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3087,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.671,-16.5,8.25,16.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3088,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.49,-16.5,8.25,16.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3089,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,10.127,-17,8.5,17.00,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3090,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.514,-17,8.5,17.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3091,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.282,-17,8.5,17.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3092,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.076,-17,8.5,17.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3093,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.395,-17,8.5,17.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3094,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.964,-17,8.5,17.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3095,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.691,-17,8.5,17.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3096,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.505,-17,8.5,17.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3097,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,10.425,-17.5,8.75,17.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3098,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.676,-17.5,8.75,17.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3099,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.379,-17.5,8.75,17.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3100,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.137,-17.5,8.75,17.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3101,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.436,-17.5,8.75,17.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3102,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,0.992,-17.5,8.75,17.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3103,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.712,-17.5,8.75,17.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3104,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.52,-17.5,8.75,17.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3105,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,10.723,-18,9,18.00,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3106,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,5.839,-18,9,18.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3107,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.475,-18,9,18.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3108,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.198,-18,9,18.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3109,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.477,-18,9,18.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3110,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.021,-18,9,18.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3111,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.732,-18,9,18.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3112,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.535,-18,9,18.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3113,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,11.02,-18.5,9.25,18.50,2.0,68.99,9.261,Case 3,NSFL,NBFL
IT3114,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.001,-18.5,9.25,18.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3115,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.572,-18.5,9.25,18.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3116,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.259,-18.5,9.25,18.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3117,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.518,-18.5,9.25,18.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3118,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.049,-18.5,9.25,18.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3119,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.752,-18.5,9.25,18.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3120,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.55,-18.5,9.25,18.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3121,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,11.318,-19,9.5,19.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3122,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.163,-19,9.5,19.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3123,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.668,-19,9.5,19.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3124,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.32,-19,9.5,19.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3125,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.559,-19,9.5,19.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3126,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.077,-19,9.5,19.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3127,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.773,-19,9.5,19.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3128,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.565,-19,9.5,19.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3129,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,11.616,-19.5,9.75,19.50,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3130,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.325,-19.5,9.75,19.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3131,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.765,-19.5,9.75,19.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3132,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.381,-19.5,9.75,19.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3133,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.6,-19.5,9.75,19.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3134,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.106,-19.5,9.75,19.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3135,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.793,-19.5,9.75,19.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3136,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.579,-19.5,9.75,19.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3137,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,11.914,-20,10,20.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3138,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.487,-20,10,20.00,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3139,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.862,-20,10,20.00,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3140,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.442,-20,10,20.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3141,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.641,-20,10,20.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3142,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.134,-20,10,20.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3143,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.814,-20,10,20.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3144,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.594,-20,10,20.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3145,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,12.212,-20.5,10.25,20.50,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3146,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.649,-20.5,10.25,20.50,2.0,85.55,14.27,Case 2,NSFL,NBFL
IT3147,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,3.958,-20.5,10.25,20.50,2.0,103.7,20.76,Case 1,NSFL,NBFL
IT3148,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.503,-20.5,10.25,20.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3149,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.682,-20.5,10.25,20.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3150,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.162,-20.5,10.25,20.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3151,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.834,-20.5,10.25,20.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3152,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.609,-20.5,10.25,20.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3153,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,12.51,-21,10.5,21.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3154,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.812,-21,10.5,21.00,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3155,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.055,-21,10.5,21.00,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3156,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.564,-21,10.5,21.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3157,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.723,-21,10.5,21.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3158,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.191,-21,10.5,21.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3159,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.854,-21,10.5,21.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3160,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.624,-21,10.5,21.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3161,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,12.808,-21.5,10.75,21.50,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3162,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,6.974,-21.5,10.75,21.50,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3163,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.151,-21.5,10.75,21.50,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3164,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.625,-21.5,10.75,21.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3165,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.764,-21.5,10.75,21.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3166,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.219,-21.5,10.75,21.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3167,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.875,-21.5,10.75,21.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3168,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.639,-21.5,10.75,21.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3169,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,13.105,-22,11,22.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3170,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,7.136,-22,11,22.00,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3171,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.248,-22,11,22.00,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3172,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.686,-22,11,22.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3173,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.805,-22,11,22.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3174,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.247,-22,11,22.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3175,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.895,-22,11,22.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3176,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.654,-22,11,22.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3177,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,13.403,-22.5,11.25,22.50,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3178,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,7.298,-22.5,11.25,22.50,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3179,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.344,-22.5,11.25,22.50,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3180,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.747,-22.5,11.25,22.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3181,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.846,-22.5,11.25,22.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3182,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.276,-22.5,11.25,22.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3183,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.915,-22.5,11.25,22.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3184,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.669,-22.5,11.25,22.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3185,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,13.701,-23,11.5,23.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3186,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,7.46,-23,11.5,23.00,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3187,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.441,-23,11.5,23.00,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3188,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.808,-23,11.5,23.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3189,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.887,-23,11.5,23.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3190,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.304,-23,11.5,23.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3191,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.936,-23,11.5,23.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3192,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.683,-23,11.5,23.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3193,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,13.999,-23.5,11.75,23.50,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3194,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,7.623,-23.5,11.75,23.50,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3195,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.537,-23.5,11.75,23.50,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3196,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.869,-23.5,11.75,23.50,2.0,131,29.11,Case 1,NSFL,NBFL
IT3197,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.928,-23.5,11.75,23.50,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3198,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.332,-23.5,11.75,23.50,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3199,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.956,-23.5,11.75,23.50,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3200,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.698,-23.5,11.75,23.50,2.0,259.7,86.16,Case 1,NSFL,NBFL
IT3201,IPE100,10.30,S235,0.016171,2000.00,32.34,100.00,14.297,-24,12,24.00,2.0,68.99,9.261,Case 3,NSFL,BFL
IT3202,IPE120,13.20,S235,0.020724,2000.00,41.45,120.00,7.785,-24,12,24.00,2.0,85.55,14.27,Case 3,NSFL,NBFL
IT3203,IPE140,16.40,S235,0.025748,2000.00,51.50,140.00,4.634,-24,12,24.00,2.0,103.7,20.76,Case 2,NSFL,NBFL
IT3204,IPE160,20.10,S235,0.031557,2000.00,63.11,160.00,2.93,-24,12,24.00,2.0,131,29.11,Case 1,NSFL,NBFL
IT3205,IPE180,23.90,S235,0.037523,2000.00,75.05,180.00,1.969,-24,12,24.00,2.0,152.7,39.11,Case 1,NSFL,NBFL
IT3206,IPE200,28.50,S235,0.044745,2000.00,89.49,200.00,1.361,-24,12,24.00,2.0,189.9,51.85,Case 1,NSFL,NBFL
IT3207,IPE220,33.40,S235,0.052438,2000.00,104.88,220.00,0.976,-24,12,24.00,2.0,215.5,67.07,Case 1,NSFL,NBFL
IT3208,IPE240,39.10,S235,0.061387,2000.00,122.77,240.00,0.713,-24,12,24.00,2.0,259.7,86.16,Case 1,NSFL,NBFL
